air_temperature,humidity,rain_intensity,interval_rain,total_rain,wind_speed,solar_radiation,sulfur_solo,ph_solo,sulphates_solo,quality,review,vine_zones
29.0,65.54166666666667,0.0,0.0,218.55000000000004,2.4250000000000003,205.45833333333334,83.0,5.45,0.52,6,4.0,13.0
20.0,70.08333333333333,0.0,0.0375,223.97916666666666,1.0875000000000001,107.70833333333333,50.0,5.38,0.55,5,3.0,9.0
26.0,66.375,0.049999999999999996,0.008333333333333333,223.97916666666666,1.1916666666666667,301.625,18.0,5.4,0.55,6,4.0,12.0
30.0,90.52,0.0,0.21600000000000003,222.75599999999997,1.296,278.08,15.0,5.42,0.6,6,4.0,12.0
25.0,88.08333333333333,0.075,0.075,226.375,1.25,75.0,30.0,5.23,0.73,7,5.0,12.0
8.0,83.75,0.0,0.0,227.875,2.8249999999999997,385.0,19.0,5.5,0.48,4,2.0,1.0
14.0,85.04166666666667,0.0,0.0,222.79999999999998,3.1458333333333335,77.08333333333333,87.0,5.33,0.83,5,3.0,8.0
16.0,83.0,0.0,0.0,222.79999999999998,3.533333333333333,528.8333333333334,87.0,5.33,0.83,5,3.0,5.0
4.0,82.76,0.0,0.0,234.98,3.248,152.56,46.0,5.26,0.51,4,2.0,1.0
30.0,80.83333333333333,0.0,0.0,220.59583333333333,1.4583333333333333,194.20833333333334,14.0,5.21,0.9,6,4.0,13.0
18.0,74.875,0.0,0.0,222.79999999999998,1.4208333333333334,372.625,23.0,5.3,1.2,5,3.0,6.0
17.0,71.25,0.0,0.0,225.67083333333335,1.2041666666666668,192.08333333333334,11.0,5.48,0.52,5,3.0,11.0
8.0,67.79166666666667,0.0,0.0,227.875,1.075,362.3333333333333,65.0,5.9,0.56,4,2.0,1.0
14.0,73.76,0.024,0.016,228.364,1.38,147.92,114.0,5.25,0.73,5,3.0,9.0
18.0,73.0,0.0,0.24583333333333332,236.35000000000002,1.9749999999999999,200.125,37.0,5.25,0.58,5,3.0,8.0
16.0,71.95833333333333,0.19999999999999998,1.0374999999999999,223.85833333333335,2.1750000000000003,324.5833333333333,12.0,5.34,0.56,5,3.0,7.0
20.0,84.625,1.3499999999999999,1.4583333333333333,251.17083333333335,2.9499999999999997,33.333333333333336,96.0,5.32,0.58,5,3.0,7.0
17.0,77.375,0.15,0.07083333333333335,269.3541666666667,6.158333333333334,331.5833333333333,23.0,5.15,0.74,5,3.0,6.0
30.0,81.64,0.0,0.0,266.004,3.128,168.28,15.0,5.4,0.63,6,4.0,12.0
25.0,91.25,0.024999999999999998,0.016666666666666666,263.48333333333335,2.5833333333333335,77.83333333333333,14.0,5.390000000000001,0.64,6,4.0,13.0
19.0,89.83333333333333,0.0,0.004166666666666667,263.71666666666664,3.466666666666667,242.95833333333334,119.0,5.2,0.56,5,3.0,9.0
30.0,81.20833333333333,0.0,0.0,257.65000000000003,1.5208333333333333,37.875,73.0,5.17,0.63,6,4.0,13.0
18.0,78.45833333333333,0.0,0.0,269.80833333333334,1.2708333333333333,413.0833333333333,45.0,5.34,0.53,5,3.0,8.0
23.0,67.8,0.0,0.0,266.404,0.532,70.04,10.0,5.04,0.63,5,3.0,7.0
24.0,76.33333333333333,0.125,0.11666666666666665,258.77916666666664,1.225,254.375,110.0,5.26,0.77,5,3.0,8.0
14.0,87.08333333333333,0.024999999999999998,0.016666666666666666,258.87083333333334,1.2958333333333334,90.625,54.0,5.43,0.59,5,3.0,9.0
25.0,90.45833333333333,0.0,0.39166666666666666,265.4625,1.55,343.5833333333333,46.0,5.41,0.54,6,4.0,12.0
23.0,83.04166666666667,0.39999999999999997,0.05833333333333333,260.6166666666667,2.029166666666667,169.20833333333334,52.0,5.4399999999999995,0.64,5,3.0,8.0
23.0,70.92,0.024,0.68,278.84,2.56,249.32,112.0,5.21,0.71,5,3.0,11.0
26.0,76.33333333333333,0.0,0.0,274.65000000000003,2.1083333333333334,181.375,35.0,5.38,0.62,7,5.0,12.0
15.0,82.875,0.0,0.0,274.65000000000003,5.495833333333334,111.20833333333333,54.0,5.390000000000001,0.57,5,3.0,7.0
22.0,85.375,0.0,0.0,274.65000000000003,4.304166666666666,399.7083333333333,11.0,5.41,0.39,5,3.0,9.0
24.0,83.79166666666667,0.0,0.1958333333333333,286.1333333333333,2.2916666666666665,142.41666666666666,11.0,5.41,0.39,5,3.0,8.0
14.0,81.58333333333333,0.0,0.029166666666666664,284.17083333333335,1.4666666666666668,78.33333333333333,39.0,5.42,0.58,5,3.0,9.0
15.0,78.28,1.2,0.7959999999999999,291.372,1.848,274.24,15.0,5.4399999999999995,0.58,5,3.0,8.0
19.0,86.20833333333333,0.049999999999999996,0.8041666666666667,298.1333333333334,2.475,206.125,65.0,5.279999999999999,0.79,5,3.0,5.0
28.0,62.625,0.0,0.004166666666666667,298.8333333333333,1.9708333333333332,371.2083333333333,19.0,5.34,0.95,6,4.0,13.0
26.0,76.95833333333333,1.3,0.8333333333333334,300.59583333333336,2.1999999999999997,155.25,27.0,5.32,0.54,6,4.0,12.0
13.0,81.66666666666667,0.0,0.004166666666666667,308.95,1.7791666666666668,50.833333333333336,96.0,5.32,0.48,5,3.0,5.0
17.0,73.96,0.0,0.0,305.19199999999995,1.12,405.56,94.0,5.3100000000000005,0.48,5,3.0,6.0
6.0,57.041666666666664,0.0,0.0,316.77916666666664,1.7750000000000001,372.5416666666667,43.0,5.3100000000000005,0.53,4,2.0,2.0
13.0,62.708333333333336,0.0,0.0,308.95,1.825,36.375,83.0,5.279999999999999,0.82,5,3.0,11.0
17.0,69.08333333333333,0.0,0.0,324.6083333333333,3.045833333333333,429.2083333333333,42.0,5.54,0.66,5,3.0,5.0
14.0,62.958333333333336,0.0,0.0,324.6083333333333,0.9208333333333334,52.25,42.0,5.54,0.66,5,3.0,11.0
27.0,65.84,0.0,0.0,312.70799999999997,1.056,358.48,30.0,5.52,0.55,6,4.0,12.0
15.0,65.83333333333333,0.0,0.0,316.77916666666664,0.8916666666666666,208.91666666666666,80.0,5.38,0.52,5,3.0,5.0
13.0,68.79166666666667,0.0,0.0,308.95,1.4875,409.75,119.0,5.16,1.12,4,2.0,2.0
19.0,63.083333333333336,0.0,0.0,308.95,0.8875000000000001,126.16666666666667,15.0,5.41,0.56,5,3.0,9.0
21.0,51.75,0.0,0.0,324.6083333333333,2.120833333333333,269.875,67.0,5.13,1.28,5,3.0,11.0
21.0,71.2,0.0,0.0,305.2,2.248,164.72,73.0,5.359999999999999,0.57,5,3.0,10.0
20.0,80.83333333333333,0.0,0.004166666666666667,309.01666666666665,1.4541666666666666,243.45833333333334,51.0,5.16,1.14,5,3.0,11.0
26.0,82.75,0.0,0.0,316.85833333333335,1.0541666666666667,136.625,61.0,5.4399999999999995,0.78,6,4.0,12.0
24.0,85.70833333333333,0.0,0.008333333333333333,316.9458333333333,1.2375,118.91666666666667,40.0,5.41,0.59,5,3.0,6.0
32.0,83.875,0.0,0.0,301.3041666666667,1.1916666666666667,370.0416666666667,136.0,4.93,1.95,6,4.0,12.0
24.0,82.84,0.0,0.0,312.916,1.02,148.6,31.0,5.390000000000001,0.64,5,3.0,9.0
18.0,74.08333333333333,0.0,0.0,316.99583333333334,1.3833333333333335,389.2083333333333,125.0,5.140000000000001,1.22,5,3.0,8.0
23.0,74.58333333333333,0.0,1.2583333333333333,323.15000000000003,1.5250000000000001,37.416666666666664,24.0,5.48,0.53,5,3.0,11.0
13.0,58.583333333333336,0.0,0.025000000000000005,350.55,1.9916666666666665,52.125,140.0,5.23,0.54,5,3.0,8.0
31.0,50.833333333333336,0.0,0.0,324.5,2.2875,365.6666666666667,136.0,4.93,1.95,6,4.0,12.0
23.0,38.96,0.0,0.0,337.036,2.076,84.0,133.0,4.93,1.98,5,3.0,8.0
24.0,41.708333333333336,0.0,0.0,324.55,2.4791666666666665,442.75,31.0,5.390000000000001,0.64,5,3.0,9.0
5.0,62.208333333333336,0.0,0.0,324.55,2.7541666666666664,25.166666666666668,85.0,5.75,0.48,4,2.0,3.0
29.0,53.125,0.47500000000000003,0.19999999999999998,333.5708333333333,4.691666666666666,474.125,106.0,5.85,0.6,6,4.0,13.0
22.0,76.04166666666667,0.075,1.1291666666666667,336.4916666666666,2.891666666666667,68.79166666666667,23.0,5.45,0.56,5,3.0,7.0
14.0,53.166666666666664,0.0,0.0,340.45,2.7125,554.2083333333334,22.0,5.25,0.63,5,3.0,8.0
19.0,49.6,0.0,0.0,335.89599999999996,1.58,72.08,10.0,5.390000000000001,0.56,5,3.0,7.0
29.0,51.541666666666664,0.0,0.0,340.45,1.8125,418.25,35.0,5.3,0.59,6,4.0,12.0
26.0,67.08333333333333,0.0,0.0,349.9375,1.0458333333333334,59.583333333333336,50.0,5.4,0.61,6,4.0,13.0
30.0,65.83333333333333,0.0,0.0,340.45,2.3333333333333335,379.5,22.0,5.3100000000000005,0.56,6,4.0,12.0
29.0,77.41666666666667,0.0,0.0,340.45,2.2916666666666665,119.29166666666667,35.0,5.3,0.59,6,4.0,13.0
15.0,74.84,0.0,0.0,345.004,2.432,345.44,65.0,5.29,0.51,5,3.0,10.0
16.0,59.958333333333336,0.0,0.0,349.9375,1.8625,362.5833333333333,36.0,5.33,0.48,5,3.0,9.0
18.0,55.458333333333336,0.0,0.0,340.45,1.5583333333333333,94.58333333333333,65.0,5.29,0.51,5,3.0,11.0
20.0,72.79166666666667,0.0,0.0,340.45,1.8666666666666665,259.2916666666667,69.0,5.08,1.31,5,3.0,9.0
24.0,84.70833333333333,0.0,0.0,340.6875,1.7874999999999999,201.41666666666666,64.0,5.46,0.79,5,3.0,6.0
25.0,85.84,0.0,0.0,326.788,1.36,14.8,80.0,5.37,0.8,6,4.0,13.0
24.0,82.29166666666667,0.0,0.0,341.6375,1.7666666666666666,176.41666666666666,153.0,5.21,0.69,5,3.0,8.0
15.0,84.83333333333333,0.0,0.0,340.925,1.5875000000000001,218.25,47.0,5.1899999999999995,0.93,5,3.0,10.0
17.0,83.54166666666667,0.25,0.2333333333333333,342.49166666666673,2.191666666666667,188.33333333333334,108.0,5.15,0.66,5,3.0,9.0
20.0,79.83333333333333,0.0,0.0,343.3,2.1708333333333334,287.75,111.0,5.15,0.66,5,3.0,6.0
26.0,68.04,0.0,0.0,347.9,1.896,203.4,46.0,5.32,0.67,6,4.0,13.0
23.0,73.83333333333333,0.0,0.0,343.3,2.2875,315.875,47.0,5.1899999999999995,0.93,5,3.0,9.0
32.0,72.04166666666667,0.0,0.0,343.3,1.8083333333333333,36.833333333333336,62.0,5.07,0.63,6,4.0,12.0
27.0,52.416666666666664,0.0,0.0,362.4666666666667,3.329166666666667,397.1666666666667,40.0,5.390000000000001,0.61,6,4.0,13.0
30.0,67.91666666666667,0.0,0.0,344.34583333333336,3.141666666666667,31.875,28.0,5.37,0.5,6,4.0,12.0
25.0,63.6,0.0,0.0,339.704,2.48,298.24,56.0,5.21,0.6,6,4.0,13.0
27.0,79.83333333333333,1.2750000000000001,1.0458333333333332,365.3541666666667,1.9000000000000001,112.91666666666667,89.0,5.34,0.54,6,4.0,13.0
23.0,72.58333333333333,0.0,0.0,345.8125,1.7,235.58333333333334,89.0,5.3,0.57,5,3.0,5.0
26.0,72.70833333333333,0.0,0.0,367.34999999999997,1.925,169.29166666666666,56.0,5.21,0.6,6,4.0,13.0
20.0,59.291666666666664,1.05,0.5416666666666666,383.76666666666665,2.6875,352.2083333333333,13.0,5.49,0.52,5,3.0,10.0
19.0,61.72,0.0,0.0,374.10400000000004,2.3280000000000003,151.16,34.0,5.4399999999999995,0.53,5,3.0,8.0
23.0,69.79166666666667,0.0,0.012500000000000002,382.96250000000003,2.5708333333333333,64.0,102.0,5.390000000000001,0.48,5,3.0,8.0
18.0,67.54166666666667,0.7999999999999999,0.5499999999999999,365.49583333333334,2.2416666666666667,274.3333333333333,90.0,5.16,0.7,5,3.0,10.0
23.0,76.75,2.3249999999999997,2.0375,385.91249999999997,2.2416666666666667,77.29166666666667,12.0,5.529999999999999,0.49,5,3.0,6.0
22.0,77.08333333333333,0.075,0.02916666666666667,400.26666666666665,2.129166666666667,192.58333333333334,12.0,5.54,0.48,5,3.0,7.0
28.0,79.96,0.36,1.548,402.87199999999996,2.508,123.56,16.0,5.42,0.92,7,5.0,13.0
21.0,69.16666666666667,0.0,0.0,413.875,3.529166666666667,258.9166666666667,19.0,5.42,0.57,5,3.0,6.0
15.0,56.791666666666664,0.0,0.0,435.8916666666667,3.7916666666666665,337.8333333333333,134.0,5.24,0.66,5,3.0,10.0
13.0,52.541666666666664,0.0,0.0,403.80416666666673,2.3125,130.75,99.0,5.63,0.63,5,3.0,7.0
18.0,58.083333333333336,0.0,0.0,425.7708333333333,2.1666666666666665,224.79166666666666,99.0,5.63,0.63,5,3.0,7.0
29.0,53.5,0.0,0.0,416.22499999999997,1.9124999999999999,101.08333333333333,26.0,5.4,0.58,6,4.0,13.0
27.0,70.44,0.0,0.488,432.468,2.7039999999999997,169.56,29.0,5.220000000000001,0.55,6,4.0,12.0
18.0,60.041666666666664,0.0,0.05833333333333333,431.50416666666666,2.6583333333333337,247.66666666666666,63.0,5.1899999999999995,0.82,5,3.0,8.0
23.0,59.333333333333336,0.0,0.0,420.25,2.6625,241.16666666666666,52.0,5.23,0.77,5,3.0,5.0
16.0,57.333333333333336,0.0,0.0,408.99583333333334,1.9041666666666668,168.5,45.0,5.48,0.64,5,3.0,5.0
23.0,73.0,0.0,0.0,431.50416666666666,1.4541666666666666,98.04166666666667,105.0,5.33,0.54,5,3.0,10.0
21.0,73.6,0.0,0.0,425.652,1.472,136.4,108.0,5.32,0.54,5,3.0,8.0
22.0,73.45833333333333,0.0,0.0,431.50416666666666,0.85,70.125,63.0,5.1899999999999995,0.82,5,3.0,11.0
14.0,72.66666666666667,0.0,0.0,420.25,1.2166666666666666,172.95833333333334,52.0,5.23,0.77,5,3.0,8.0
29.0,81.625,0.09999999999999999,0.3791666666666667,422.61249999999995,1.075,55.625,63.0,5.68,0.79,6,4.0,12.0
23.0,71.20833333333333,0.0,0.0,431.50416666666666,1.2541666666666667,140.20833333333334,20.0,5.34,0.58,5,3.0,9.0
32.0,84.08,0.792,0.532,432.272,1.1320000000000001,20.6,63.0,5.68,0.79,6,4.0,12.0
23.0,88.125,0.024999999999999998,0.13749999999999998,445.4583333333333,1.4625000000000001,156.625,141.0,5.17,0.62,5,3.0,8.0
13.0,94.16666666666667,0.0,0.020833333333333332,446.06666666666666,1.2041666666666666,112.29166666666667,94.0,5.54,0.52,5,3.0,9.0
20.0,95.5,0.0,0.0,435.34999999999997,1.1166666666666667,93.0,88.0,5.109999999999999,0.8,5,3.0,10.0
31.0,82.04166666666667,0.0,0.0,435.34999999999997,1.1875,252.29166666666666,30.0,5.42,0.58,6,4.0,12.0
31.0,82.36,0.0,0.0,440.52799999999996,1.1,278.12,43.0,5.529999999999999,0.61,6,4.0,13.0
32.0,78.125,0.0,0.0,435.34999999999997,1.5833333333333333,190.20833333333334,11.0,5.33,0.53,6,4.0,13.0
-7.0,57.583333333333336,0.0,0.004166666666666667,424.59166666666664,2.0875,320.1666666666667,69.0,4.74,2.0,4,2.0,3.0
20.0,65.75,0.0,0.0,435.3999999999999,1.6833333333333333,88.54166666666667,99.0,5.35,0.54,5,3.0,9.0
14.0,62.666666666666664,0.0,0.0,438.4375,2.379166666666667,328.7083333333333,99.0,5.35,0.54,5,3.0,5.0
13.0,67.2,0.0,0.012,452.336,1.768,197.72,129.0,5.42,0.72,5,3.0,6.0
14.0,90.875,0.0,0.0,435.5541666666666,1.2458333333333333,55.125,128.0,5.42,0.71,5,3.0,7.0
14.0,84.33333333333333,0.0,0.0,450.875,2.35,253.375,129.0,5.42,0.72,5,3.0,10.0
20.0,79.20833333333333,3.475,1.508333333333333,444.45,1.7083333333333333,20.833333333333332,128.0,5.42,0.71,5,3.0,5.0
17.0,67.5,0.0,0.012499999999999999,453.7958333333333,1.7249999999999999,199.70833333333334,22.0,5.48,0.5,5,3.0,8.0
32.0,69.48,0.0,0.012000000000000002,448.02399999999994,1.5719999999999998,44.44,86.0,5.59,0.57,6,4.0,12.0
14.0,57.916666666666664,0.0,0.0,453.8458333333333,2.0208333333333335,233.70833333333334,20.0,5.2,0.56,5,3.0,11.0
3.0,65.16666666666667,0.0,0.0,453.8458333333333,2.0875,96.25,20.0,5.17,1.08,4,2.0,2.0
29.0,76.54166666666667,1.575,2.5958333333333337,461.18333333333334,1.9666666666666666,96.41666666666667,31.0,5.33,0.56,6,4.0,12.0
24.0,88.5,0.024999999999999998,0.35833333333333334,516.1291666666667,1.6041666666666667,15.791666666666666,121.0,5.37,0.49,5,3.0,8.0
22.0,81.75,0.0,0.0,489.3999999999999,2.9125,324.25,121.0,5.37,0.49,5,3.0,8.0
23.0,72.28,0.456,0.024,496.1,1.1079999999999999,29.0,96.0,5.1899999999999995,0.62,5,3.0,7.0
23.0,72.33333333333333,0.17499999999999996,0.8374999999999999,478.5666666666666,1.5416666666666667,173.79166666666666,101.0,5.34,0.52,5,3.0,10.0
-3.0,82.5,0.0,0.041666666666666664,499.8458333333333,0.9500000000000001,2.2083333333333335,42.0,5.37,0.48,4,2.0,4.0
25.0,79.41666666666667,0.5,0.6916666666666668,504.93333333333334,4.4375,178.20833333333334,44.0,5.470000000000001,0.55,6,4.0,12.0
15.0,72.33333333333333,0.8249999999999998,2.308333333333333,532.1541666666667,4.0874999999999995,5.333333333333333,63.0,5.0,1.59,5,3.0,8.0
8.0,71.32,2.664,1.7080000000000002,561.576,5.6080000000000005,250.0,8.0,5.359999999999999,0.33,4,2.0,4.0
27.0,56.166666666666664,0.0,0.0,576.0,2.983333333333334,108.25,18.0,5.29,0.61,6,4.0,13.0
26.0,62.791666666666664,0.0,0.0,592.2,1.8541666666666667,161.75,18.0,5.29,0.61,6,4.0,13.0
32.0,47.208333333333336,0.0,0.0,592.2,2.1750000000000003,423.0833333333333,42.0,5.42,0.57,6,4.0,13.0
23.0,51.708333333333336,0.0,0.0,559.8000000000001,1.9958333333333333,167.04166666666666,35.0,5.33,0.47,5,3.0,7.0
14.0,49.56,0.0,0.0,567.576,2.7039999999999997,66.16,49.0,5.35,0.78,5,3.0,10.0
17.0,49.083333333333336,0.0,0.0,576.0,2.4875,272.0,35.0,5.33,0.47,5,3.0,9.0
29.0,47.25,0.0,0.0,559.8000000000001,2.3041666666666667,325.2916666666667,38.0,5.58,0.61,6,4.0,13.0
24.0,55.5,0.0,0.0,576.0,2.0375,37.875,20.0,5.48,0.56,5,3.0,6.0
24.0,56.416666666666664,0.0,0.3166666666666667,560.6166666666667,2.8958333333333335,333.75,42.0,5.1899999999999995,0.59,5,3.0,10.0
24.0,85.08,2.88,3.636,586.528,1.9720000000000002,55.56,42.0,5.1899999999999995,0.59,5,3.0,5.0
18.0,88.125,1.0999999999999999,1.9083333333333334,640.2708333333334,1.4291666666666665,80.125,110.0,5.12,1.02,5,3.0,7.0
20.0,84.33333333333333,0.024999999999999998,0.8375,645.6958333333333,3.5625,131.33333333333334,42.0,5.4399999999999995,0.52,5,3.0,6.0
24.0,70.33333333333333,0.0,0.0,645.75,1.4958333333333333,166.91666666666666,65.0,5.54,0.58,5,3.0,7.0
28.0,64.08333333333333,0.0,0.0,665.2541666666667,1.8499999999999999,330.125,62.0,5.52,0.58,6,4.0,13.0
18.0,68.4,0.0,0.0,673.836,1.5,45.52,85.0,5.26,0.53,5,3.0,5.0
20.0,66.75,0.0,0.0,665.2541666666667,1.7874999999999999,368.9583333333333,67.0,5.34,0.55,5,3.0,8.0
21.0,71.875,0.0,0.0,665.2541666666667,1.1708333333333334,6.666666666666667,26.0,5.390000000000001,0.49,5,3.0,6.0
16.0,63.0,0.0,0.0,684.7583333333333,1.4208333333333334,305.0416666666667,143.0,5.2,0.55,5,3.0,9.0
19.0,70.45833333333333,0.0,0.0,665.2541666666667,1.2708333333333333,131.45833333333334,144.0,5.2,0.55,5,3.0,6.0
24.0,68.72,0.0,0.0,655.112,1.1520000000000001,306.8,127.0,5.23,0.62,5,3.0,8.0
29.0,81.75,0.0,0.0,645.75,1.7249999999999999,101.58333333333333,49.0,5.57,0.62,6,4.0,13.0
20.0,77.70833333333333,0.0,0.0,645.75,1.55,239.79166666666666,126.0,5.279999999999999,0.61,5,3.0,8.0
20.0,83.54166666666667,0.0,0.0,645.75,2.125,130.70833333333334,28.0,5.279999999999999,0.55,5,3.0,11.0
23.0,87.58333333333333,0.0,0.0,645.75,3.0708333333333333,85.66666666666667,28.0,5.279999999999999,0.55,5,3.0,11.0
13.0,81.29166666666667,0.0,0.0,665.2541666666667,1.6375,229.45833333333334,120.0,5.25,0.54,5,3.0,10.0
20.0,78.72,0.0,0.0,655.112,1.8,80.48,55.0,5.46,0.59,5,3.0,9.0
29.0,81.58333333333333,0.0,0.0,645.75,1.825,111.125,27.0,5.109999999999999,0.97,6,4.0,12.0
26.0,81.66666666666667,0.0,0.0,684.7583333333333,1.3541666666666667,45.0,93.0,5.57,0.85,7,5.0,12.0
-1.0,78.79166666666667,0.0,0.0,645.75,1.4375,149.0,31.0,5.51,0.43,4,2.0,2.0
30.0,76.66666666666667,0.0,0.0,645.75,1.5583333333333333,0.875,24.0,5.220000000000001,0.82,7,5.0,12.0
17.0,82.4,0.048,0.004,673.9960000000001,7.9319999999999995,45.84,145.0,5.04,1.03,5,3.0,10.0
24.0,70.79166666666667,0.0,0.0,646.0,6.9125000000000005,26.833333333333332,49.0,5.359999999999999,0.79,5,3.0,5.0
15.0,64.79166666666667,0.0,0.0,646.0,6.5625,226.04166666666666,39.0,5.34,0.55,5,3.0,8.0
31.0,67.04166666666667,0.0,0.0,665.4916666666667,8.725,20.666666666666668,37.0,5.34,0.56,6,4.0,12.0
26.0,62.75,0.0,0.0,611.7875,8.170833333333333,270.875,28.0,5.2,0.77,7,5.0,12.0
27.0,65.36,0.024,0.24400000000000002,327.324,9.316,53.68,28.0,5.2,0.77,7,5.0,12.0
17.0,85.20833333333333,0.0,0.0,1.5374999999999999,5.479166666666667,73.79166666666667,120.0,5.29,0.53,5,3.0,5.0
22.0,84.70833333333333,0.0,0.0,1.5499999999999998,7.445833333333333,27.541666666666668,95.0,5.220000000000001,0.67,5,3.0,10.0
31.0,91.33333333333333,0.0,0.0,1.5374999999999999,2.191666666666667,39.333333333333336,19.0,5.3100000000000005,0.88,7,5.0,12.0
26.0,88.375,0.0,0.0,1.5374999999999999,1.9666666666666668,133.625,19.0,5.3,0.86,6,4.0,13.0
26.0,86.0,0.0,0.0,1.52,2.372,88.44,62.0,5.35,0.56,6,4.0,12.0
29.0,85.70833333333333,0.0,0.0,1.5250000000000001,3.375,130.29166666666666,15.0,5.21,0.67,6,4.0,12.0
22.0,71.29166666666667,0.0,0.0,1.5374999999999999,2.475,167.125,65.0,5.3,0.43,5,3.0,6.0
31.0,60.291666666666664,0.0,0.13333333333333333,2.05,2.7583333333333333,50.25,41.0,5.24,0.71,6,4.0,12.0
23.0,76.70833333333333,0.0,0.0,3.1500000000000004,4.554166666666666,60.916666666666664,121.0,5.34,0.76,5,3.0,8.0
22.0,71.4,0.0,0.0,2.94,4.88,133.0,49.0,5.140000000000001,0.57,5,3.0,6.0
19.0,67.08333333333333,0.0,0.0,3.1500000000000004,2.029166666666667,114.0,41.0,5.359999999999999,0.55,5,3.0,9.0
